iter	Passed	Remaining
408	2165	3129
409	2168	3120
410	2171	3111
411	2174	3102
412	2176	3094
413	2181	3087
414	2184	3078
415	2186	3069
416	2189	3060
417	2192	3052
418	2196	3046
419	2199	3037
420	2202	3028
421	2205	3020
422	2207	3011
423	2212	3005
424	2214	2996
425	2217	2988
426	2220	2979
427	2221	2969
428	2224	2960
429	2229	2955
430	2232	2947
431	2235	2938
432	2237	2930
433	2240	2922
434	2245	2916
435	2248	2908
436	2250	2899
437	2252	2890
438	2255	2882
439	2259	2875
440	2262	2867
441	2264	2858
442	2266	2850
443	2269	2841
444	2273	2834
445	2276	2827
446	2278	2819
447	2281	2810
448	2283	2802
449	2286	2794
450	2290	2788
451	2293	2780
452	2295	2772
453	2298	2763
454	2300	2755
455	2304	2748
456	2307	2741
457	2309	2733
458	2312	2725
459	2314	2717
460	2317	2709
461	2321	2703
462	2323	2695
463	2326	2687
464	2328	2679
465	2331	2671
466	2333	2663
467	2338	2658
468	2341	2651
469	2344	2643
470	2347	2636
471	2349	2628
472	2353	2621
473	2356	2614
474	2358	2606
475	2361	2599
476	2365	2594
477	2368	2586
478	2371	2579
479	2374	2571
480	2376	2564
481	2387	2565
482	2390	2558
483	2394	2552
484	2399	2547
485	2402	2541
486	2405	2534
487	2409	2527
488	2415	2524
489	2418	2517
490	2421	2510
491	2424	2503
492	2430	2499
493	2433	2492
494	2435	2485
495	2438	2478
496	2442	2472
497	2446	2466
498	2449	2459
499	2453	2453
500	2459	2449
501	2462	2443
502	2466	2436
503	2469	2430
504	2475	2426
505	2478	2420
506	2482	2413
507	2485	2406
508	2491	2403
509	2494	2396
510	2496	2389
511	2499	2382
512	2505	2378
513	2508	2371
514	2511	2364
515	2513	2357
516	2516	2351
517	2519	2344
518	2522	2337
519	2525	2331
520	2527	2324
521	2531	2318
522	2534	2311
523	2537	2305
524	2540	2298
525	2543	2291
526	2548	2287
527	2551	2280
528	2553	2273
529	2555	2266
530	2558	2259
531	2563	2254
532	2565	2247
533	2568	2241
534	2570	2234
535	2572	2227
536	2575	2220
537	2581	2216
538	2583	2210
539	2586	2203
540	2589	2196
541	2594	2192
542	2597	2186
543	2600	2179
544	2603	2173
545	2606	2167
546	2611	2162
547	2614	2156
548	2616	2149
549	2620	2144
550	2625	2139
551	2628	2133
552	2631	2127
553	2634	2120
554	2637	2114
555	2643	2110
556	2646	2104
557	2649	2098
558	2652	2092
559	2658	2089
560	2661	2082
561	2664	2076
562	2667	2070
563	2673	2066
564	2676	2060
565	2680	2055
566	2682	2048
567	2685	2042
568	2690	2037
569	2693	2031
570	2695	2025
571	2698	2019
572	2705	2016
573	2710	2011
574	2712	2005
575	2720	2002
576	2722	1996
577	2725	1989
578	2727	1983
579	2731	1977
580	2736	1973
581	2738	1966
582	2741	1960
583	2744	1954
584	2748	1949
585	2751	1943
586	2754	1937
587	2756	1931
588	2759	1925
589	2761	1919
590	2766	1914
591	2768	1908
592	2771	1901
593	2773	1895
594	2776	1889
595	2780	1884
596	2782	1878
597	2785	1872
598	2788	1866
599	2790	1860
600	2792	1854
601	2797	1849
602	2799	1843
603	2802	1837
604	2804	1831
605	2807	1825
606	2811	1820
607	2813	1814
608	2816	1807
609	2818	1802
610	2821	1796
611	2823	1790
612	2828	1785
613	2830	1779
614	2833	1773
615	2836	1768
616	2838	1762
617	2843	1757
618	2845	1751
619	2848	1745
620	2850	1739
621	2853	1734
622	2857	1729
623	2860	1723
624	2862	1717
625	2865	1711
626	2868	1706
627	2870	1700
628	2875	1696
629	2878	1690
630	2880	1684
631	2883	1678
632	2885	1673
633	2891	1669
634	2893	1663
635	2896	1657
636	2898	1651
637	2901	1646
638	2906	1642
639	2909	1636
640	2912	1631
641	2915	1625
642	2917	1619
643	2923	1615
644	2925	1610
645	2928	1604
646	2930	1599
647	2933	1593
648	2938	1588
649	2940	1583
650	2943	1578
651	2945	1572
652	2948	1566
653	2953	1562
654	2956	1557
655	2958	1551
656	2961	1546
657	2964	1540
658	2969	1536
659	2972	1531
660	2975	1525
661	2977	1520
662	2980	1515
663	2983	1509
664	2986	1504
665	2989	1499
666	2992	1493
667	2997	1489
668	2999	1484
669	3002	1478
670	3005	1473
671	3008	1468
672	3014	1464
673	3017	1459
674	3020	1454
675	3023	1448
676	3028	1444
677	3030	1439
678	3033	1434
679	3036	1428
680	3038	1423
681	3044	1419
682	3047	1414
683	3049	1408
684	3052	1403
685	3055	1398
686	3060	1394
687	3063	1389
688	3065	1383
689	3068	1378
690	3070	1373
691	3074	1368
692	3077	1363
693	3080	1358
694	3082	1352
695	3085	1347
696	3088	1342
697	3091	1337
698	3093	1332
699	3096	1326
700	3098	1321
701	3101	1316
702	3105	1312
703	3108	1306
704	3110	1301
705	3113	1296
706	3115	1291
707	3119	1286
708	3122	1281
709	3125	1276
710	3128	1271
711	3131	1266
712	3134	1261
713	3136	1256
714	3139	1251
715	3142	1246
716	3145	1241
717	3147	1236
718	3151	1231
719	3154	1226
720	3156	1221
721	3159	1216
722	3161	1211
723	3165	1206
724	3168	1201
725	3171	1196
726	3173	1191
727	3175	1186
728	3178	1181
729	3182	1177
730	3185	1172
731	3187	1167
732	3190	1162
733	3192	1156
734	3195	1151
735	3199	1147
736	3201	1142
737	3204	1137
738	3206	1132
739	3209	1127
740	3213	1123
741	3216	1118
742	3219	1113
743	3221	1108
744	3224	1103
745	3229	1099
746	3232	1094
747	3235	1089
748	3237	1085
749	3240	1080
750	3245	1075
751	3247	1071
752	3250	1066
753	3253	1061
754	3256	1056
755	3261	1052
756	3264	1047
757	3266	1042
758	3269	1038
759	3272	1033
760	3276	1029
761	3279	1024
762	3282	1019
763	3285	1014
764	3287	1010
765	3292	1005
766	3295	1001
767	3297	996
768	3300	991
769	3303	986
770	3308	982
771	3311	977
772	3314	973
773	3316	968
774	3319	963
775	3324	959
776	3327	955
777	3330	950
778	3333	945
779	3338	941
780	3341	936
781	3343	932
782	3346	927
783	3349	922
784	3354	918
785	3357	914
786	3359	909
787	3362	904
788	3365	899
789	3368	895
790	3371	890
791	3374	886
792	3376	881
793	3379	876
794	3381	872
795	3386	867
796	3388	863
797	3391	858
798	3393	853
799	3395	848
800	3398	844
801	3401	839
802	3404	835
803	3406	830
804	3409	825
805	3412	821
806	3416	817
807	3418	812
808	3421	807
809	3423	803
810	3426	798
811	3428	793
812	3432	789
813	3434	784
814	3437	780
815	3439	775
816	3442	771
817	3446	766
818	3449	762
819	3451	757
820	3454	753
821	3457	748
822	3460	744
823	3463	739
824	3465	735
825	3468	730
826	3470	726
827	3473	721
828	3477	717
829	3480	712
830	3483	708
831	3485	703
832	3488	699
833	3491	695
834	3494	690
835	3497	686
836	3500	681
837	3503	677
838	3505	672
839	3510	668
840	3512	664
841	3515	659
842	3517	655
843	3520	650
844	3524	646
845	3527	642
846	3530	637
847	3532	633
848	3535	628
849	3540	624
850	3543	620
851	3546	616
852	3548	611
853	3551	607
854	3556	603
855	3559	598
856	3562	594
857	3564	589
858	3567	585
859	3572	581
860	3575	577
861	3578	572
862	3580	568
863	3583	564
864	3588	559
865	3590	555
866	3593	551
867	3596	546
868	3598	542
869	3603	538
870	3606	534
871	3608	529
872	3611	525
873	3614	521
874	3619	517
875	3622	512
876	3625	508
877	3628	504
878	3634	500
879	3636	495
880	3639	491
881	3642	487
882	3645	482
883	3649	478
884	3651	474
885	3654	470
886	3657	465
887	3660	461
888	3665	457
889	3668	453
890	3670	449
891	3673	444
892	3676	440
893	3681	436
894	3683	432
895	3685	427
896	3688	423
897	3691	419
898	3695	415
899	3698	410
900	3700	406
901	3702	402
902	3705	398
903	3708	393
904	3712	389
905	3714	385
906	3717	381
907	3720	376
908	3722	372
909	3727	368
910	3729	364
911	3732	360
912	3735	355
913	3737	351
914	3741	347
915	3744	343
916	3747	339
917	3749	334
918	3751	330
919	3754	326
920	3758	322
921	3761	318
922	3763	313
923	3766	309
924	3769	305
925	3773	301
926	3776	297
927	3778	293
928	3781	289
929	3783	284
930	3786	280
931	3790	276
932	3792	272
933	3795	268
934	3798	264
935	3800	259
936	3804	255
937	3807	251
938	3810	247
939	3812	243
940	3815	239
941	3817	235
942	3821	231
943	3823	226
944	3826	222
945	3829	218
946	3831	214
947	3836	210
948	3839	206
949	3841	202
950	3844	198
951	3847	193
952	3849	189
953	3854	185
954	3856	181
955	3859	177
956	3861	173
957	3864	169
958	3869	165
959	3872	161
960	3874	157
961	3877	153
962	3879	149
963	3883	145
964	3886	140
965	3888	136
966	3891	132
967	3893	128
968	3896	124
969	3902	120
970	3905	116
971	3908	112
972	3910	108
973	3914	104
974	3917	100
975	3920	96
976	3923	92
977	3926	88
978	3933	84
979	3936	80
980	3942	76
981	3950	72
982	3953	68
983	3956	64
984	3964	60
985	3966	56
986	3971	52
987	3974	48
988	3983	44
989	3986	40
990	3990	36
991	3998	32
992	4004	28
993	4011	24
994	4015	20
995	4020	16
996	4028	12
997	4032	8
998	4037	4
999	4044	0
